id,degree_centrality,betweenness_centrality,community,definition,construct,category
"('cybersecurity', 'remote-friendly work culture')",1,0.0,92,,,
"('cybersecurity', 'resourceful')",1,0.0,93,,,
"('cybersecurity', 'self-starter')",1,0.0,94,,,
"('entrepreneurial', 'execution-oriented')",1,0.0,91,,,
"('entrepreneurial', 'remote-friendly work culture')",1,0.0,92,,,
"('entrepreneurial', 'resourceful')",1,0.0,93,,,
"('entrepreneurial', 'self-starter')",1,0.0,94,,,
"('execution-oriented', 'remote-friendly work culture')",1,0.0,92,,,
"('execution-oriented', 'resourceful')",1,0.0,93,,,
"('execution-oriented', 'self-starter')",1,0.0,94,,,
"('remote-friendly work culture', 'resourceful')",1,0.0,93,,,
"('remote-friendly work culture', 'self-starter')",1,0.0,94,,,
"('resourceful', 'self-starter')",1,0.0,94,,,
"('CERT-TECH', 'SS-CONFLICT')",1,0.0,150,,,
"('CONTEXT-COMPLEX', 'balancing competing priorities')",1,0.0,134,,,
balancing competing priorities,15,1.0039727680514065e-05,134,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'comfort working on non-technical projects')",1,0.0,137,,,
comfort working on non-technical projects,16,1.1473974492016075e-05,137,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'exceptional organizational skills')",1,0.0,182,,,
exceptional organizational skills,17,1.3003837757618217e-05,182,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'experience with sdlc models')",1,0.0,139,,,
experience with sdlc models,18,1.4629317477320495e-05,139,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
familiarity with enterprise applications (preferred),19,1.6350413651122904e-05,140,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
familiarity with vendor feeds (preferred),20,1.8167126279025452e-05,141,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'modernize systems')",1,0.0,142,,,
modernize systems,21,2.007945536102813e-05,142,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'on-site')",1,0.0,143,,,
on-site,22,2.2087400897130943e-05,143,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'project execution')",1,0.0,144,,,
project execution,24,2.6390141331636972e-05,144,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'quantitative trading and financial services')",1,0.0,145,,,
quantitative trading and financial services,25,2.8684936230040185e-05,145,No definition available,Unknown,Unknown
"('CORE-ADAPT', 'balancing competing priorities')",1,0.0,134,,,
"('CORE-ADAPT', 'comfort working on non-technical projects')",1,0.0,137,,,
"('CORE-ADAPT', 'exceptional organizational skills')",1,0.0,182,,,
"('CORE-ADAPT', 'experience with sdlc models')",1,0.0,139,,,
"('CORE-ADAPT', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('CORE-ADAPT', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('CORE-ADAPT', 'modernize systems')",1,0.0,142,,,
"('CORE-ADAPT', 'on-site')",1,0.0,143,,,
"('CORE-ADAPT', 'project execution')",1,0.0,144,,,
"('CORE-ADAPT', 'quantitative trading and financial services')",1,0.0,145,,,
"('CORE-BUSINESS', 'balancing competing priorities')",1,0.0,134,,,
"('CORE-BUSINESS', 'comfort working on non-technical projects')",1,0.0,137,,,
"('CORE-BUSINESS', 'exceptional organizational skills')",1,0.0,182,,,
"('CORE-BUSINESS', 'experience with sdlc models')",1,0.0,139,,,
"('CORE-BUSINESS', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('CORE-BUSINESS', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('CORE-BUSINESS', 'modernize systems')",1,0.0,142,,,
"('CORE-BUSINESS', 'on-site')",1,0.0,143,,,
"('CORE-BUSINESS', 'project execution')",1,0.0,144,,,
"('CORE-BUSINESS', 'quantitative trading and financial services')",1,0.0,145,,,
"('EXP-INDUSTRY', 'balancing competing priorities')",1,0.0,134,,,
"('EXP-INDUSTRY', 'comfort working on non-technical projects')",1,0.0,137,,,
"('EXP-INDUSTRY', 'exceptional organizational skills')",1,0.0,182,,,
"('EXP-INDUSTRY', 'experience with sdlc models')",1,0.0,139,,,
"('EXP-INDUSTRY', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('EXP-INDUSTRY', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('EXP-INDUSTRY', 'modernize systems')",1,0.0,142,,,
"('EXP-INDUSTRY', 'on-site')",1,0.0,143,,,
"('EXP-INDUSTRY', 'project execution')",1,0.0,144,,,
"('EXP-INDUSTRY', 'quantitative trading and financial services')",1,0.0,145,,,
"('EXP-PM-YRS', 'balancing competing priorities')",1,0.0,134,,,
"('EXP-PM-YRS', 'comfort working on non-technical projects')",1,0.0,137,,,
"('EXP-PM-YRS', 'exceptional organizational skills')",1,0.0,182,,,
"('EXP-PM-YRS', 'experience with sdlc models')",1,0.0,139,,,
"('EXP-PM-YRS', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('EXP-PM-YRS', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('EXP-PM-YRS', 'modernize systems')",1,0.0,142,,,
"('EXP-PM-YRS', 'on-site')",1,0.0,143,,,
"('EXP-PM-YRS', 'project execution')",1,0.0,144,,,
"('EXP-PM-YRS', 'quantitative trading and financial services')",1,0.0,145,,,
"('EXP_ROLE', 'balancing competing priorities')",1,0.0,134,,,
"('EXP_ROLE', 'comfort working on non-technical projects')",1,0.0,137,,,
"('EXP_ROLE', 'exceptional organizational skills')",1,0.0,182,,,
"('EXP_ROLE', 'experience with sdlc models')",1,0.0,139,,,
"('EXP_ROLE', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('EXP_ROLE', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('EXP_ROLE', 'modernize systems')",1,0.0,142,,,
"('EXP_ROLE', 'on-site')",1,0.0,143,,,
"('EXP_ROLE', 'project execution')",1,0.0,144,,,
"('EXP_ROLE', 'quantitative trading and financial services')",1,0.0,145,,,
"('PM-PLAN', 'balancing competing priorities')",1,0.0,134,,,
"('PM-PLAN', 'comfort working on non-technical projects')",1,0.0,137,,,
"('PM-PLAN', 'exceptional organizational skills')",1,0.0,182,,,
"('PM-PLAN', 'experience with sdlc models')",1,0.0,139,,,
"('PM-PLAN', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('PM-PLAN', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('PM-PLAN', 'modernize systems')",1,0.0,142,,,
"('PM-PLAN', 'on-site')",1,0.0,143,,,
"('PM-PLAN', 'project execution')",1,0.0,144,,,
"('PM-PLAN', 'quantitative trading and financial services')",1,0.0,145,,,
"('PM-RISK', 'balancing competing priorities')",1,0.0,134,,,
"('PM-RISK', 'comfort working on non-technical projects')",1,0.0,137,,,
"('PM-RISK', 'exceptional organizational skills')",1,0.0,182,,,
"('PM-RISK', 'experience with sdlc models')",1,0.0,139,,,
"('PM-RISK', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('PM-RISK', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('PM-RISK', 'modernize systems')",1,0.0,142,,,
"('PM-RISK', 'on-site')",1,0.0,143,,,
"('PM-RISK', 'project execution')",1,0.0,144,,,
"('PM-RISK', 'quantitative trading and financial services')",1,0.0,145,,,
"('QUAL-PREF', 'balancing competing priorities')",1,0.0,134,,,
"('QUAL-PREF', 'comfort working on non-technical projects')",1,0.0,137,,,
"('QUAL-PREF', 'exceptional organizational skills')",1,0.0,182,,,
"('QUAL-PREF', 'experience with sdlc models')",1,0.0,139,,,
"('QUAL-PREF', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('QUAL-PREF', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('QUAL-PREF', 'modernize systems')",1,0.0,142,,,
"('QUAL-PREF', 'on-site')",1,0.0,143,,,
"('QUAL-PREF', 'project execution')",1,0.0,144,,,
"('QUAL-PREF', 'quantitative trading and financial services')",1,0.0,145,,,
"('QUAL-PREF', 'self-starter')",1,0.0,94,,,
"('SS-CONFLICT', 'balancing competing priorities')",1,0.0,134,,,
"('SS-CONFLICT', 'comfort working on non-technical projects')",1,0.0,137,,,
"('SS-CONFLICT', 'exceptional organizational skills')",1,0.0,182,,,
"('SS-CONFLICT', 'experience with sdlc models')",1,0.0,139,,,
"('SS-CONFLICT', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('SS-CONFLICT', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('SS-CONFLICT', 'modernize systems')",1,0.0,142,,,
"('SS-CONFLICT', 'on-site')",1,0.0,143,,,
"('SS-CONFLICT', 'process improvement')",1,0.0,35,,,
"('SS-CONFLICT', 'project execution')",1,0.0,144,,,
"('SS-CONFLICT', 'quantitative trading and financial services')",1,0.0,145,,,
"('SS-CONFLICT', 'self-starter')",1,0.0,94,,,
"('SS-LEADERSHIP', 'balancing competing priorities')",1,0.0,134,,,
"('SS-LEADERSHIP', 'comfort working on non-technical projects')",1,0.0,137,,,
"('SS-LEADERSHIP', 'exceptional organizational skills')",1,0.0,182,,,
"('SS-LEADERSHIP', 'experience with sdlc models')",1,0.0,139,,,
"('SS-LEADERSHIP', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('SS-LEADERSHIP', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('SS-LEADERSHIP', 'modernize systems')",1,0.0,142,,,
"('SS-LEADERSHIP', 'on-site')",1,0.0,143,,,
"('SS-LEADERSHIP', 'project execution')",1,0.0,144,,,
"('SS-LEADERSHIP', 'quantitative trading and financial services')",1,0.0,145,,,
"('SS-STAKEHOLDER', 'balancing competing priorities')",1,0.0,134,,,
"('SS-STAKEHOLDER', 'comfort working on non-technical projects')",1,0.0,137,,,
"('SS-STAKEHOLDER', 'exceptional organizational skills')",1,0.0,182,,,
"('SS-STAKEHOLDER', 'experience with sdlc models')",1,0.0,139,,,
"('SS-STAKEHOLDER', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('SS-STAKEHOLDER', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('SS-STAKEHOLDER', 'modernize systems')",1,0.0,142,,,
"('SS-STAKEHOLDER', 'on-site')",1,0.0,143,,,
"('SS-STAKEHOLDER', 'project execution')",1,0.0,144,,,
"('SS-STAKEHOLDER', 'quantitative trading and financial services')",1,0.0,145,,,
"('TECH-CONCEPT', 'balancing competing priorities')",1,0.0,134,,,
"('TECH-CONCEPT', 'comfort working on non-technical projects')",1,0.0,137,,,
"('TECH-CONCEPT', 'exceptional organizational skills')",1,0.0,182,,,
"('TECH-CONCEPT', 'experience with sdlc models')",1,0.0,139,,,
"('TECH-CONCEPT', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('TECH-CONCEPT', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('TECH-CONCEPT', 'modernize systems')",1,0.0,142,,,
"('TECH-CONCEPT', 'on-site')",1,0.0,143,,,
"('TECH-CONCEPT', 'project execution')",1,0.0,144,,,
"('TECH-CONCEPT', 'quantitative trading and financial services')",1,0.0,145,,,
"('TECH-HANDSON', 'balancing competing priorities')",1,0.0,134,,,
"('TECH-HANDSON', 'comfort working on non-technical projects')",1,0.0,137,,,
"('TECH-HANDSON', 'exceptional organizational skills')",1,0.0,182,,,
"('TECH-HANDSON', 'experience with sdlc models')",1,0.0,139,,,
"('TECH-HANDSON', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('TECH-HANDSON', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('TECH-HANDSON', 'modernize systems')",1,0.0,142,,,
"('TECH-HANDSON', 'on-site')",1,0.0,143,,,
"('TECH-HANDSON', 'process improvement')",1,0.0,35,,,
"('TECH-HANDSON', 'project execution')",1,0.0,144,,,
"('TECH-HANDSON', 'quantitative trading and financial services')",1,0.0,145,,,
"('TECH-HANDSON', 'self-starter')",1,0.0,94,,,
"('TECH-OPS', 'balancing competing priorities')",1,0.0,134,,,
"('TECH-OPS', 'comfort working on non-technical projects')",1,0.0,137,,,
"('TECH-OPS', 'exceptional organizational skills')",1,0.0,182,,,
"('TECH-OPS', 'experience with sdlc models')",1,0.0,139,,,
"('TECH-OPS', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('TECH-OPS', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('TECH-OPS', 'modernize systems')",1,0.0,142,,,
"('TECH-OPS', 'on-site')",1,0.0,143,,,
"('TECH-OPS', 'project execution')",1,0.0,144,,,
"('TECH-OPS', 'quantitative trading and financial services')",1,0.0,145,,,
"('balancing competing priorities', 'comfort working on non-technical projects')",1,0.0,137,,,
"('balancing competing priorities', 'exceptional organizational skills')",1,0.0,182,,,
"('balancing competing priorities', 'experience with sdlc models')",1,0.0,139,,,
"('balancing competing priorities', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('balancing competing priorities', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('balancing competing priorities', 'modernize systems')",1,0.0,142,,,
"('balancing competing priorities', 'on-site')",1,0.0,143,,,
"('balancing competing priorities', 'process improvement')",1,0.0,35,,,
"('balancing competing priorities', 'project execution')",1,0.0,144,,,
"('balancing competing priorities', 'quantitative trading and financial services')",1,0.0,145,,,
"('balancing competing priorities', 'self-starter')",1,0.0,94,,,
"('comfort working on non-technical projects', 'exceptional organizational skills')",1,0.0,182,,,
"('comfort working on non-technical projects', 'experience with sdlc models')",1,0.0,139,,,
"('comfort working on non-technical projects', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('comfort working on non-technical projects', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('comfort working on non-technical projects', 'modernize systems')",1,0.0,142,,,
"('comfort working on non-technical projects', 'on-site')",1,0.0,143,,,
"('comfort working on non-technical projects', 'process improvement')",1,0.0,35,,,
"('comfort working on non-technical projects', 'project execution')",1,0.0,144,,,
"('comfort working on non-technical projects', 'quantitative trading and financial services')",1,0.0,145,,,
"('comfort working on non-technical projects', 'self-starter')",1,0.0,94,,,
"('exceptional organizational skills', 'experience with sdlc models')",1,0.0,139,,,
"('exceptional organizational skills', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('exceptional organizational skills', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('exceptional organizational skills', 'modernize systems')",1,0.0,142,,,
"('exceptional organizational skills', 'on-site')",1,0.0,143,,,
"('exceptional organizational skills', 'process improvement')",1,0.0,35,,,
"('exceptional organizational skills', 'project execution')",1,0.0,144,,,
"('exceptional organizational skills', 'quantitative trading and financial services')",1,0.0,145,,,
"('exceptional organizational skills', 'self-starter')",1,0.0,94,,,
"('experience with sdlc models', 'familiarity with enterprise applications (preferred)')",1,0.0,140,,,
"('experience with sdlc models', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('experience with sdlc models', 'modernize systems')",1,0.0,142,,,
"('experience with sdlc models', 'on-site')",1,0.0,143,,,
"('experience with sdlc models', 'process improvement')",1,0.0,35,,,
"('experience with sdlc models', 'project execution')",1,0.0,144,,,
"('experience with sdlc models', 'quantitative trading and financial services')",1,0.0,145,,,
"('experience with sdlc models', 'self-starter')",1,0.0,94,,,
"('familiarity with enterprise applications (preferred)', 'familiarity with vendor feeds (preferred)')",1,0.0,141,,,
"('familiarity with enterprise applications (preferred)', 'modernize systems')",1,0.0,142,,,
"('familiarity with enterprise applications (preferred)', 'on-site')",1,0.0,143,,,
"('familiarity with enterprise applications (preferred)', 'process improvement')",1,0.0,35,,,
"('familiarity with enterprise applications (preferred)', 'project execution')",1,0.0,144,,,
"('familiarity with enterprise applications (preferred)', 'quantitative trading and financial services')",1,0.0,145,,,
"('familiarity with enterprise applications (preferred)', 'self-starter')",1,0.0,94,,,
"('familiarity with vendor feeds (preferred)', 'modernize systems')",1,0.0,142,,,
"('familiarity with vendor feeds (preferred)', 'on-site')",1,0.0,143,,,
"('familiarity with vendor feeds (preferred)', 'process improvement')",1,0.0,35,,,
"('familiarity with vendor feeds (preferred)', 'project execution')",1,0.0,144,,,
"('familiarity with vendor feeds (preferred)', 'quantitative trading and financial services')",1,0.0,145,,,
"('familiarity with vendor feeds (preferred)', 'self-starter')",1,0.0,94,,,
"('modernize systems', 'on-site')",1,0.0,143,,,
"('modernize systems', 'process improvement')",1,0.0,35,,,
"('modernize systems', 'project execution')",1,0.0,144,,,
"('modernize systems', 'quantitative trading and financial services')",1,0.0,145,,,
"('modernize systems', 'self-starter')",1,0.0,94,,,
"('on-site', 'process improvement')",1,0.0,35,,,
"('on-site', 'project execution')",1,0.0,144,,,
"('on-site', 'quantitative trading and financial services')",1,0.0,145,,,
"('on-site', 'self-starter')",1,0.0,94,,,
"('process improvement', 'project execution')",1,0.0,144,,,
"('process improvement', 'quantitative trading and financial services')",1,0.0,145,,,
"('process improvement', 'self-starter')",1,0.0,94,,,
"('project execution', 'quantitative trading and financial services')",1,0.0,145,,,
"('project execution', 'self-starter')",1,0.0,94,,,
"('quantitative trading and financial services', 'self-starter')",1,0.0,94,,,
"('CERT-PM', 'CERT-TECH')",1,0.0,37,,,
CERT-TECH,1,0.0,37,"Mention of technical certifications (AI, Cloud)",Educational Attainment,Professional Certifications
"('CERT-PM', 'analytical mindset')",1,0.0,31,,,
"('CERT-PM', 'commitment to continuous process improvement')",1,0.0,41,,,
commitment to continuous process improvement,21,2.007945536102813e-05,41,No definition available,Unknown,Unknown
"('CERT-PM', 'ensure transparency and execution discipline')",1,0.0,43,,,
ensure transparency and execution discipline,22,2.2087400897130943e-05,43,No definition available,Unknown,Unknown
"('CERT-PM', 'project management best practices')",1,0.0,44,,,
project management best practices,23,2.419096288733389e-05,44,No definition available,Unknown,Unknown
"('CERT-PM', 'technical acumen')",1,0.0,45,,,
technical acumen,24,2.6390141331636972e-05,45,No definition available,Unknown,Unknown
"('CERT-TECH', 'EXP-AI-YRS')",1,0.0,5,,,
"('CERT-TECH', 'PM-BUDGET')",1,0.0,13,,,
"('CERT-TECH', 'PM-METHOD')",1,0.0,208,,,
"('CERT-TECH', 'PM-TOOL')",1,0.0,135,,,
"('CERT-TECH', 'analytical mindset')",1,0.0,31,,,
